,tweet,politican,party,retweet,tweet_web_r,ARI,DCR,TS,punct,token,lem_token
52,"Out of every trial and tribulation, we've always emerged stronger as a nation — and we will again. If we come toget… https://t.co/06nvzyO0UO",Biden,D,False,"Out of every trial and tribulation, we've always emerged stronger as a nation — and we will again. If we come toget… ",4.4,7.05,7.05,Out of every trial and tribulation weve always emerged stronger as a nation — and we will again If we come toget… ,"['Out', 'every', 'trial', 'tribulation', 'weve', 'always', 'emerged', 'stronger', 'nation', '—', 'If', 'come', 'toget…']","['Out', 'every', 'trial', 'tribulation', 'weve', 'always', 'emerged', 'stronger', 'nation', '—', 'If', 'come', 'toget…']"
53,"Hey @Phillies, here’s to hoping we both win big this fall. Stay safe. #OpeningDay https://t.co/nGtdDVsrXv",Biden,D,False,"Hey @Phillies, here’s to hoping we both win big this fall. Stay safe. #OpeningDay ",5.0,6.24,6.24,Hey Phillies here’s to hoping we both win big this fall Stay safe OpeningDay ,"['Hey', 'Phillies', '’', 'hoping', 'win', 'big', 'fall', 'Stay', 'safe', 'OpeningDay']","['Hey', 'Phillies', '’', 'hoping', 'win', 'big', 'fall', 'Stay', 'safe', 'OpeningDay']"
54,"COVID-19 infections are going up.

The number of deaths is going up. 

This morning it was announced that, once aga… https://t.co/TDnfMrdYMi",Biden,D,False,"COVID-19 infections are going up.

The number of deaths is going up. 

This morning it was announced that, once aga… ",11.6,6.21,6.21,"COVID19 infections are going up

The number of deaths is going up 

This morning it was announced that once aga… ","['COVID19', 'infections', 'going', 'The', 'number', 'deaths', 'going', 'This', 'morning', 'announced', 'aga…']","['COVID19', 'infection', 'going', 'The', 'number', 'death', 'going', 'This', 'morning', 'announced', 'aga…']"
55,"Care jobs are ready to be filled right now, allowing millions of people — primarily women — to get back to work imm… https://t.co/TrzuQw12OV",Biden,D,False,"Care jobs are ready to be filled right now, allowing millions of people — primarily women — to get back to work imm… ",9.3,6.84,6.84,Care jobs are ready to be filled right now allowing millions of people — primarily women — to get back to work imm… ,"['Care', 'jobs', 'ready', 'filled', 'right', 'allowing', 'millions', 'people', '—', 'primarily', 'women', '—', 'get', 'back', 'work', 'imm…']","['Care', 'job', 'ready', 'filled', 'right', 'allowing', 'million', 'people', '—', 'primarily', 'woman', '—', 'get', 'back', 'work', 'imm…']"
56,"Folks, I sat down with my friend President @BarackObama to discuss the significant moment we're in, who we are as a… https://t.co/fvDWYJys4g",Biden,D,False,"Folks, I sat down with my friend President @BarackObama to discuss the significant moment we're in, who we are as a… ",10.6,7.69,7.69,Folks I sat down with my friend President BarackObama to discuss the significant moment were in who we are as a… ,"['Folks', 'I', 'sat', 'friend', 'President', 'BarackObama', 'discuss', 'significant', 'moment', 'a…']","['Folks', 'I', 'sat', 'friend', 'President', 'BarackObama', 'discus', 'significant', 'moment', 'a…']"
57,"Every day I hear from folks who tell me how important health care is to their families — well, it's deeply personal… https://t.co/UfmwOQvVKb",Biden,D,False,"Every day I hear from folks who tell me how important health care is to their families — well, it's deeply personal… ",9.9,6.16,6.16,Every day I hear from folks who tell me how important health care is to their families — well its deeply personal… ,"['Every', 'day', 'I', 'hear', 'folks', 'tell', 'important', 'health', 'care', 'families', '—', 'well', 'deeply', 'personal…']","['Every', 'day', 'I', 'hear', 'folk', 'tell', 'important', 'health', 'care', 'family', '—', 'well', 'deeply', 'personal…']"
58,"Let me be clear: If vote-by-mail is good enough for Donald Trump and his administration, then it's good enough for… https://t.co/S7COTQ24jr",Biden,D,False,"Let me be clear: If vote-by-mail is good enough for Donald Trump and his administration, then it's good enough for… ",11.2,6.21,6.21,Let me be clear If votebymail is good enough for Donald Trump and his administration then its good enough for… ,"['Let', 'clear', 'If', 'votebymail', 'good', 'enough', 'Donald', 'Trump', 'administration', 'good', 'enough', 'for…']","['Let', 'clear', 'If', 'votebymail', 'good', 'enough', 'Donald', 'Trump', 'administration', 'good', 'enough', 'for…']"
59,I know everything feels different right now. There’s just that feeling where you don’t know if everything will be o… https://t.co/EcWKk217a2,Biden,D,False,I know everything feels different right now. There’s just that feeling where you don’t know if everything will be o… ,6.4,1.29,1.29,I know everything feels different right now There’s just that feeling where you don’t know if everything will be o… ,"['I', 'know', 'everything', 'feels', 'different', 'right', 'There', '’', 'feeling', '’', 'know', 'everything', 'o…']","['I', 'know', 'everything', 'feel', 'different', 'right', 'There', '’', 'feeling', '’', 'know', 'everything', 'o…']"
60,"Today, the House passed the #NoBanAct because no one should be discriminated against or singled out based on the fa… https://t.co/p9h8Ld61GC",Biden,D,False,"Today, the House passed the #NoBanAct because no one should be discriminated against or singled out based on the fa… ",11.4,7.0,7.0,Today the House passed the NoBanAct because no one should be discriminated against or singled out based on the fa… ,"['Today', 'House', 'passed', 'NoBanAct', 'one', 'discriminated', 'singled', 'based', 'fa…']","['Today', 'House', 'passed', 'NoBanAct', 'one', 'discriminated', 'singled', 'based', 'fa…']"
61,My plan to create a 21st century care and early childhood education workforce will put 3 million Americans to work… https://t.co/yw2giEXxfU,Biden,D,False,My plan to create a 21st century care and early childhood education workforce will put 3 million Americans to work… ,11.2,8.58,8.58,My plan to create a 21st century care and early childhood education workforce will put 3 million Americans to work… ,"['My', 'plan', 'create', '21st', 'century', 'care', 'early', 'childhood', 'education', 'workforce', 'put', '3', 'million', 'Americans', 'work…']","['My', 'plan', 'create', '21st', 'century', 'care', 'early', 'childhood', 'education', 'workforce', 'put', '3', 'million', 'Americans', 'work…']"
62,The goal of the Census is clear: count every person. But Donald Trump continues to use this vital process to sow di… https://t.co/buUMn36tgz,Biden,D,False,The goal of the Census is clear: count every person. But Donald Trump continues to use this vital process to sow di… ,4.4,7.05,7.05,The goal of the Census is clear count every person But Donald Trump continues to use this vital process to sow di… ,"['The', 'goal', 'Census', 'clear', 'count', 'every', 'person', 'But', 'Donald', 'Trump', 'continues', 'use', 'vital', 'process', 'sow', 'di…']","['The', 'goal', 'Census', 'clear', 'count', 'every', 'person', 'But', 'Donald', 'Trump', 'continues', 'use', 'vital', 'process', 'sow', 'di…']"
63,"The words of a president matter. And from the moment President Trump came down that escalator, he has used his to d… https://t.co/EW9SdEtEmQ",Biden,D,False,"The words of a president matter. And from the moment President Trump came down that escalator, he has used his to d… ",4.4,5.62,5.62,The words of a president matter And from the moment President Trump came down that escalator he has used his to d… ,"['The', 'words', 'president', 'matter', 'And', 'moment', 'President', 'Trump', 'came', 'escalator', 'used', 'd…']","['The', 'word', 'president', 'matter', 'And', 'moment', 'President', 'Trump', 'came', 'escalator', 'used', 'd…']"
64,"Today, we're facing a serious threat — and we have to meet it together as one country. It's up to all of us to do e… https://t.co/1zfAR1if0j",Biden,D,False,"Today, we're facing a serious threat — and we have to meet it together as one country. It's up to all of us to do e… ",1.6,1.25,1.25,Today were facing a serious threat — and we have to meet it together as one country Its up to all of us to do e… ,"['Today', 'facing', 'serious', 'threat', '—', 'meet', 'together', 'one', 'country', 'Its', 'us', 'e…']","['Today', 'facing', 'serious', 'threat', '—', 'meet', 'together', 'one', 'country', 'Its', 'u', 'e…']"
65,"44 + 46
7.23.20 https://t.co/ZCQ2SazieH",Biden,D,False,"44 + 46
7.23.20 ",0.5,0.15,0.15,"44  46
72320 ","['44', '46', '72320']","['44', '46', '72320']"
66,10 years ago the Obama-Biden Administration signed Wall Street reform to prevent the abuse that led to the Great Re… https://t.co/YTawXfO8TY,Biden,D,False,10 years ago the Obama-Biden Administration signed Wall Street reform to prevent the abuse that led to the Great Re… ,11.4,7.79,7.79,10 years ago the ObamaBiden Administration signed Wall Street reform to prevent the abuse that led to the Great Re… ,"['10', 'years', 'ago', 'ObamaBiden', 'Administration', 'signed', 'Wall', 'Street', 'reform', 'prevent', 'abuse', 'led', 'Great', 'Re…']","['10', 'year', 'ago', 'ObamaBiden', 'Administration', 'signed', 'Wall', 'Street', 'reform', 'prevent', 'abuse', 'led', 'Great', 'Re…']"
67,"For your family, for your neighbors, for your country — wear a mask.",Biden,D,False,"For your family, for your neighbors, for your country — wear a mask.",5.4,5.5,5.5,For your family for your neighbors for your country — wear a mask,"['For', 'family', 'neighbors', 'country', '—', 'wear', 'mask']","['For', 'family', 'neighbor', 'country', '—', 'wear', 'mask']"
68,"Happy Birthday, Congressman Clyburn! Your powerful voice of moral clarity never fails to steer us toward a better f… https://t.co/gYLzyapm1v",Biden,D,False,"Happy Birthday, Congressman Clyburn! Your powerful voice of moral clarity never fails to steer us toward a better f… ",7.6,5.77,5.77,Happy Birthday Congressman Clyburn Your powerful voice of moral clarity never fails to steer us toward a better f… ,"['Happy', 'Birthday', 'Congressman', 'Clyburn', 'Your', 'powerful', 'voice', 'moral', 'clarity', 'never', 'fails', 'steer', 'us', 'toward', 'better', 'f…']","['Happy', 'Birthday', 'Congressman', 'Clyburn', 'Your', 'powerful', 'voice', 'moral', 'clarity', 'never', 'fails', 'steer', 'u', 'toward', 'better', 'f…']"
69,Let me say what President Trump won't: Russian interference in our elections is a violation of our sovereignty. And… https://t.co/VNYUULQZ44,Biden,D,False,Let me say what President Trump won't: Russian interference in our elections is a violation of our sovereignty. And… ,12.4,9.57,9.57,Let me say what President Trump wont Russian interference in our elections is a violation of our sovereignty And… ,"['Let', 'say', 'President', 'Trump', 'wont', 'Russian', 'interference', 'elections', 'violation', 'sovereignty', 'And…']","['Let', 'say', 'President', 'Trump', 'wont', 'Russian', 'interference', 'election', 'violation', 'sovereignty', 'And…']"
70,"Home health workers do God’s work, but aren’t paid much. They have few benefits, and 40% are still on SNAP or Medic… https://t.co/IewLmpQ5Py",Biden,D,False,"Home health workers do God’s work, but aren’t paid much. They have few benefits, and 40% are still on SNAP or Medic… ",4.4,5.62,5.62,Home health workers do God’s work but aren’t paid much They have few benefits and 40 are still on SNAP or Medic… ,"['Home', 'health', 'workers', 'God', '’', 'work', '’', 'paid', 'much', 'They', 'benefits', '40', 'still', 'SNAP', 'Medic…']","['Home', 'health', 'worker', 'God', '’', 'work', '’', 'paid', 'much', 'They', 'benefit', '40', 'still', 'SNAP', 'Medic…']"
71,"We need to make high-quality child care affordable and accessible. As president, I'll give every 3- and 4-year-old… https://t.co/eiw88h0dWt",Biden,D,False,"We need to make high-quality child care affordable and accessible. As president, I'll give every 3- and 4-year-old… ",8.7,7.59,7.59,We need to make highquality child care affordable and accessible As president Ill give every 3 and 4yearold… ,"['We', 'need', 'make', 'highquality', 'child', 'care', 'affordable', 'accessible', 'As', 'president', 'Ill', 'give', 'every', '3', '4yearold…']","['We', 'need', 'make', 'highquality', 'child', 'care', 'affordable', 'accessible', 'As', 'president', 'Ill', 'give', 'every', '3', '4yearold…']"
72,"We are trapped in a caregiving crisis, within an economic crisis, within a public health crisis. You’re doing every… https://t.co/o352nLkOJX",Biden,D,False,"We are trapped in a caregiving crisis, within an economic crisis, within a public health crisis. You’re doing every… ",7.6,8.26,8.26,We are trapped in a caregiving crisis within an economic crisis within a public health crisis You’re doing every… ,"['We', 'trapped', 'caregiving', 'crisis', 'within', 'economic', 'crisis', 'within', 'public', 'health', 'crisis', 'You', '’', 'every…']","['We', 'trapped', 'caregiving', 'crisis', 'within', 'economic', 'crisis', 'within', 'public', 'health', 'crisis', 'You', '’', 'every…']"
73,Donald Trump simply doesn’t understand: We can’t deal with our economic crisis without solving the public health cr… https://t.co/mXmjvdl4Bl,Biden,D,False,Donald Trump simply doesn’t understand: We can’t deal with our economic crisis without solving the public health cr… ,13.5,9.79,9.79,Donald Trump simply doesn’t understand We can’t deal with our economic crisis without solving the public health cr… ,"['Donald', 'Trump', 'simply', '’', 'understand', 'We', '’', 'deal', 'economic', 'crisis', 'without', 'solving', 'public', 'health', 'cr…']","['Donald', 'Trump', 'simply', '’', 'understand', 'We', '’', 'deal', 'economic', 'crisis', 'without', 'solving', 'public', 'health', 'cr…']"
74,We have to mobilize a 21st century care and early childhood education workforce to deal with the caregiving crisis… https://t.co/4JuBksjT23,Biden,D,False,We have to mobilize a 21st century care and early childhood education workforce to deal with the caregiving crisis… ,12.1,9.57,9.57,We have to mobilize a 21st century care and early childhood education workforce to deal with the caregiving crisis… ,"['We', 'mobilize', '21st', 'century', 'care', 'early', 'childhood', 'education', 'workforce', 'deal', 'caregiving', 'crisis…']","['We', 'mobilize', '21st', 'century', 'care', 'early', 'childhood', 'education', 'workforce', 'deal', 'caregiving', 'crisis…']"
75,"Today, I’m releasing my plan to mobilize a 21st century care and early childhood education workforce.

It will ease… https://t.co/1r2DddgrzE",Biden,D,False,"Today, I’m releasing my plan to mobilize a 21st century care and early childhood education workforce.

It will ease… ",12.6,8.73,8.73,"Today I’m releasing my plan to mobilize a 21st century care and early childhood education workforce

It will ease… ","['Today', 'I', '’', 'releasing', 'plan', 'mobilize', '21st', 'century', 'care', 'early', 'childhood', 'education', 'workforce', 'It', 'ease…']","['Today', 'I', '’', 'releasing', 'plan', 'mobilize', '21st', 'century', 'care', 'early', 'childhood', 'education', 'workforce', 'It', 'ease…']"
